H00024 NP_003318.1 TNR4_HUMAN
H09203 NP_002440.2 MSX2_HUMAN
H09204 NP_000785.1 DRD1_HUMAN
H09236 NP_002002.3 FGFR4_HUMAN
H09237 NP_998812.1 FGFR4_HUMAN
H09238 NP_075252.2 FGFR4_HUMAN
H09239 NP_071900.2 NSD1_HUMAN
H09240 NP_758859.1 NSD1_HUMAN
H09248 NP_003043.3 NPT2A_HUMAN
H09249 NP_001161051.1 NPT2A_HUMAN
H09269 NP_009186.1 B4GT7_HUMAN
H09272 NP_006252.3 PROP1_HUMAN
H09276 NP_060308.1 NHP2_HUMAN
H09277 NP_001030005.1 NHP2_HUMAN
H09282 NP_065717.1 CLK4_HUMAN
H09292 NP_055059.2 ATS2_HUMAN
H09293 NP_067610.1 ATS2_HUMAN
H09307 NP_665874.1 LTC4S_HUMAN
H09310 NP_003891.1 SQSTM_HUMAN
H09311 NP_001135770.1 SQSTM_HUMAN
H09312 NP_001135771.1 SQSTM_HUMAN
H09327 NP_891555.2 VGFR3_HUMAN
H09328 NP_002011.2 VGFR3_HUMAN
H09359 NP_002451.2 IRF4_HUMAN
H09360 NP_060773.3 EXOC2_HUMAN
H09373 NP_000895.2 NQO2_HUMAN
H09378 NP_821080.1 TBB2B_HUMAN
H09382 NP_056297.1 S22AN_HUMAN
H09383 NP_068764.3 S22AN_HUMAN
H09403 NP_000120.2 F13A_HUMAN
H09405 NP_001003698.1 RREB1_HUMAN
H09406 NP_001003699.1 RREB1_HUMAN
H09407 NP_001161816.1 RREB1_HUMAN
H09408 NP_001003700.1 RREB1_HUMAN
H09415 NP_004406.2 DESP_HUMAN
H09416 NP_001008844.1 DESP_HUMAN
H09418 NP_001709.1 BMP6_HUMAN
H09428 NP_001035890.1 AP2A_HUMAN
H09429 NP_003211.1 AP2A_HUMAN
H09430 NP_001027451.1 AP2A_HUMAN
H09442 NP_004743.1 GCM2_HUMAN
H09454 NP_001161791.1 EDN1_HUMAN
H09455 NP_001946.3 EDN1_HUMAN
H09456 NP_112210.1 PHAR1_HUMAN
H09476 NP_004964.2 JARD2_HUMAN
H09477 NP_115498.2 DTBP1_HUMAN
H09478 NP_898861.1 DTBP1_HUMAN
H09481 NP_000323.2 ATX1_HUMAN
H09482 NP_001121636.1 ATX1_HUMAN
H09494 NP_940988.2 NHLC1_HUMAN
H09495 NP_000358.1 TPMT_HUMAN
H09497 NP_003463.1 DEK_HUMAN
H09498 NP_001128181.1 DEK_HUMAN
H09503 NP_060244.2 CDKAL_HUMAN
H09505 NP_000939.1 PRL_HUMAN
H09506 NP_001157030.1 PRL_HUMAN
H09509 NP_057440.2 DCDC2_HUMAN
H09516 NP_055624.2 K0319_HUMAN
H09517 NP_001161847.1 K0319_HUMAN
H09518 NP_001161849.1 K0319_HUMAN
H09519 NP_001161846.1 K0319_HUMAN
H09520 NP_001161848.1 K0319_HUMAN
H09548 NP_000401.1 HFE_HUMAN
H09549 NP_620575.1 HFE_HUMAN
H09550 NP_620573.1 HFE_HUMAN
H09551 NP_620572.1 HFE_HUMAN
H09552 NP_620578.1 HFE_HUMAN
H09553 NP_620576.1 HFE_HUMAN
H09554 NP_620577.1 HFE_HUMAN
H09555 NP_620579.1 HFE_HUMAN
H09556 NP_620580.1 HFE_HUMAN
H09592 NP_001723.2 BT1A1_HUMAN
H09594 NP_037507.1 ABT1_HUMAN
H09615 NP_003511.1 H2B1N_HUMAN
H09617 NP_005313.1 H15_HUMAN
H09632 NP_689949.3 ZSC26_HUMAN
H09633 NP_001018854.2 ZSC26_HUMAN
H09634 NP_001104509.1 ZSC26_HUMAN
H09635 NP_001171672.1 PGBD1_HUMAN
H09636 NP_115896.1 PGBD1_HUMAN
H09639 NP_001128688.1 ZSC31_HUMAN
H09640 NP_112161.3 ZSC31_HUMAN
H09648 NP_006501.1 TRI27_HUMAN
H09664 NP_001461.1 GABR1_HUMAN
H09665 NP_068704.2 GABR1_HUMAN
H09666 NP_068703.1 GABR1_HUMAN
H09667 NP_002424.3 MOG_HUMAN
H09668 NP_001008230.1 MOG_HUMAN
H09669 NP_996534.2 MOG_HUMAN
H09670 NP_996533.2 MOG_HUMAN
H09671 NP_996532.2 MOG_HUMAN
H09672 NP_996535.2 MOG_HUMAN
H09673 NP_001008229.1 MOG_HUMAN
H09674 NP_001163889.1 MOG_HUMAN
H09675 NP_996537.3 MOG_HUMAN
H09680 NP_002118.1 HLAG_HUMAN
H09682 NP_002107.3 1A03_HUMAN
H09689 NP_008959.3 TRI31_HUMAN
H09693 NP_150232.2 TRI15_HUMAN
H09698 NP_005507.3 HLAE_HUMAN
H09699 NP_005266.2 GNL1_HUMAN
H09702 NP_001020262.1 ABCF1_HUMAN
H09703 NP_001081.1 ABCF1_HUMAN
H09712 NP_001157711.1 DHX16_HUMAN
H09713 NP_003578.2 DHX16_HUMAN
H09720 NP_003888.2 IEX1_HUMAN
H09721 NP_001945.3 DDR1_HUMAN
H09722 NP_054699.2 DDR1_HUMAN
H09723 NP_054700.2 DDR1_HUMAN
H09725 NP_001161206.1 SYVM_HUMAN
H09726 NP_065175.4 SYVM_HUMAN
H09727 NP_001161205.1 SYVM_HUMAN
H09731 NP_054789.2 CF015_HUMAN
H09732 NP_001255.3 CDSN_HUMAN
H09734 NP_054788.2 PS1C2_HUMAN
H09735 NP_001099033.1 CCHCR_HUMAN
H09736 NP_001099034.1 CCHCR_HUMAN
H09737 NP_061925.2 CCHCR_HUMAN
H09738 NP_001070979.1 TCF19_HUMAN
H09739 NP_009040.2 TCF19_HUMAN
H09740 NP_002692.2 PO5F1_HUMAN
H09743 NP_002108.4 1C07_HUMAN
H09744 NP_005505.2 1B07_HUMAN
H09751 NP_542165.1 DX39B_HUMAN
H09752 NP_004631.1 DX39B_HUMAN
H09755 NP_004998.3 IKBL1_HUMAN
H09756 NP_001138433.1 IKBL1_HUMAN
H09757 NP_001138434.1 IKBL1_HUMAN
H09758 NP_001138435.1 IKBL1_HUMAN
H09759 NP_001153212.1 TNFB_HUMAN
H09760 NP_000586.2 TNFB_HUMAN
H09764 NP_001160010.1 LST1_HUMAN
H09765 NP_009092.3 LST1_HUMAN
H09766 NP_995310.2 LST1_HUMAN
H09767 NP_995311.2 LST1_HUMAN
H09768 NP_995309.2 LST1_HUMAN
H09769 NP_995312.2 LST1_HUMAN
H09770 NP_667341.1 NCTR3_HUMAN
H09771 NP_001138938.1 NCTR3_HUMAN
H09772 NP_001138939.1 NCTR3_HUMAN
H09773 NP_001614.3 AIF1_HUMAN
H09774 NP_116573.1 AIF1_HUMAN
H09775 NP_004838.1 AIF1_HUMAN
H09776 NP_542417.2 PRC2A_HUMAN
H09777 NP_004630.3 BAG6_HUMAN
H09778 NP_542433.1 BAG6_HUMAN
H09779 NP_542434.1 BAG6_HUMAN
H09780 NP_001092004.1 BAG6_HUMAN
H09781 NP_061974.2 APOM_HUMAN
H09782 NP_067007.3 CF047_HUMAN
H09783 NP_149417.1 GPAN1_HUMAN
H09784 NP_001311.3 CSK2B_HUMAN
H09787 NP_066983.1 ABHGA_HUMAN
H09788 NP_001170986.1 ABHGA_HUMAN
H09798 NP_039268.1 DDAH2_HUMAN
H09800 NP_002432.1 MSH5_HUMAN
H09801 NP_751898.1 MSH5_HUMAN
H09802 NP_079535.4 MSH5_HUMAN
H09803 NP_751897.1 MSH5_HUMAN
H09808 NP_005518.3 HS71L_HUMAN
H09813 NP_000425.1 NEUR1_HUMAN
H09817 NP_006700.3 EHMT2_HUMAN
H09818 NP_079532.5 EHMT2_HUMAN
H09819 NP_862825.1 ZBT12_HUMAN
H09820 NP_000054.2 CO2_HUMAN
H09821 NP_001139375.1 CO2_HUMAN
H09822 NP_001701.2 CFAB_HUMAN
H09823 NP_002895.3 NELFE_HUMAN
H09824 NP_008860.4 SKIV2_HUMAN
H09825 NP_005501.2 DXO_HUMAN
H09826 NP_115830.1 STK19_HUMAN
H09827 NP_004188.1 STK19_HUMAN
H09828 NP_009224.2 CO4A_HUMAN
H09829 NP_001002029.3 CO4A_HUMAN
H09840 NP_085155.1 EGFL8_HUMAN
H09841 NP_116130.2 PLCA_HUMAN
H09842 NP_006402.1 PLCA_HUMAN
H09843 NP_008844.1 RNF5_HUMAN
H09844 NP_001127.1 RAGE_HUMAN
H09845 NP_751947.1 RAGE_HUMAN
H09846 NP_002577.2 PBX2_HUMAN
H09847 NP_071390.1 GPSM3_HUMAN
H09848 NP_004548.3 NOTC4_HUMAN
H09852 NP_002116.2 DRB5_HUMAN
H09854 NP_002113.2 DQA1_HUMAN
H09855 NP_002114.3 DQB1_HUMAN
H09856 NP_064440.1 DQA2_HUMAN
H09857 NP_002111.1 DOB_HUMAN
H09858 NP_061313.2 TAP2_HUMAN
H09859 NP_000535.3 TAP2_HUMAN
H09860 NP_004150.1 PSB8_HUMAN
H09861 NP_683720.2 PSB8_HUMAN
H09862 NP_000584.2 TAP1_HUMAN
H09863 NP_002791.1 PSB9_HUMAN
H09865 NP_002109.2 DMB_HUMAN
H09867 NP_005095.1 BRD2_HUMAN
H09868 NP_001106653.1 BRD2_HUMAN
H09869 NP_002110.1 DOA_HUMAN
H09870 NP_291032.2 DPA1_HUMAN
H09873 NP_542411.2 COBA2_HUMAN
H09874 NP_542412.2 COBA2_HUMAN
H09875 NP_001157243.1 COBA2_HUMAN
H09905 NP_006763.2 SYGP1_HUMAN
H09907 NP_001179.1 BAK_HUMAN
H09908 NP_002215.2 ITPR3_HUMAN
H09914 NP_001171627.1 MOTI_HUMAN
H09915 NP_001035198.1 MOTI_HUMAN
H09916 NP_002409.1 MOTI_HUMAN
H09917 NP_000832.1 GRM4_HUMAN
H09928 NP_001005.1 RS10_HUMAN
H09936 NP_056060.2 ANS1A_HUMAN
H09942 NP_001165290.1 PPARD_HUMAN
H09943 NP_006229.1 PPARD_HUMAN
H09944 NP_001165289.1 PPARD_HUMAN
H09945 NP_001165291.1 PPARD_HUMAN
H09946 NP_803184.1 PPARD_HUMAN
H09947 NP_068741.1 FANCE_HUMAN
H09950 NP_003313.3 TULP1_HUMAN
H09958 NP_001823.1 COL_HUMAN
H09979 NP_000380.1 CDN1A_HUMAN
H09980 NP_510867.1 CDN1A_HUMAN
H09997 NP_068762.1 ZFAN3_HUMAN
H09998 NP_443125.1 BTBD9_HUMAN
H09999 NP_001092742.1 BTBD9_HUMAN
H10000 NP_001165889.1 BTBD9_HUMAN
H10001 NP_689946.2 BTBD9_HUMAN
H10010 NP_115491.1 KCNKG_HUMAN
H10011 NP_001128579.1 KCNKG_HUMAN
H10012 NP_001128577.1 KCNKG_HUMAN
H10013 NP_001128578.1 KCNKG_HUMAN
H10020 NP_775832.2 UN5CL_HUMAN
H10028 NP_061838.1 TREM2_HUMAN
H10039 NP_002621.1 PEPC_HUMAN
H10040 NP_001159896.1 PEPC_HUMAN
H10053 NP_000400.2 GUC1A_HUMAN
H10054 NP_002089.4 GUC1B_HUMAN
H10059 NP_000313.2 PRPH2_HUMAN
H10066 NP_061833.1 GNMT_HUMAN
H10067 NP_000278.3 PEX6_HUMAN
H10106 NP_976035.1 RPAC1_HUMAN
H10108 NP_006493.1 POLH_HUMAN
H10112 NP_001180270.1 RSPH9_HUMAN
H10113 NP_689945.2 RSPH9_HUMAN
H10116 NP_001028928.1 VEGFA_HUMAN
H10117 NP_001020537.2 VEGFA_HUMAN
H10118 NP_003367.4 VEGFA_HUMAN
H10119 NP_001020538.2 VEGFA_HUMAN
H10120 NP_001020539.2 VEGFA_HUMAN
H10121 NP_001020541.2 VEGFA_HUMAN
H10122 NP_001165093.1 VEGFA_HUMAN
H10123 NP_001020540.2 VEGFA_HUMAN
H10124 NP_001165100.1 VEGFA_HUMAN
H10125 NP_001165094.1 VEGFA_HUMAN
H10126 NP_001165095.1 VEGFA_HUMAN
H10127 NP_001165096.1 VEGFA_HUMAN
H10128 NP_001165097.1 VEGFA_HUMAN
H10129 NP_001165099.1 VEGFA_HUMAN
H10130 NP_001165101.1 VEGFA_HUMAN
H10131 NP_001165098.1 VEGFA_HUMAN
H10147 NP_065796.1 SYAM_HUMAN
H10149 NP_001244.1 CDC5L_HUMAN
H10153 NP_001019801.3 RUNX2_HUMAN
H10154 NP_001015051.3 RUNX2_HUMAN
H10162 NP_004268.3 UCP4_HUMAN
H10165 NP_005075.3 PAFA_HUMAN
H10166 NP_001161829.1 PAFA_HUMAN
H10174 NP_036252.1 CD2AP_HUMAN
H10202 NP_003212.2 AP2B_HUMAN
H10203 NP_619639.3 PKHD1_HUMAN
H10204 NP_733842.2 PKHD1_HUMAN
H10206 NP_443104.1 IL17F_HUMAN
H10210 NP_060570.2 EFHC1_HUMAN
H10211 NP_001165891.1 EFHC1_HUMAN
H10215 NP_665683.1 GSTA1_HUMAN
H10226 NP_001489.1 GSH1_HUMAN
H10232 NP_001517.2 OX2R_HUMAN
H10259 NP_001695.1 BAI3_HUMAN
H10262 NP_001842.3 CO9A1_HUMAN
H10263 NP_511040.2 CO9A1_HUMAN
H10268 NP_660310.2 CF057_HUMAN
H10273 NP_055804.2 RIMS1_HUMAN
H10274 NP_001161879.1 RIMS1_HUMAN
H10275 NP_001161880.1 RIMS1_HUMAN
H10276 NP_001161882.1 RIMS1_HUMAN
H10277 NP_001161881.1 RIMS1_HUMAN
H10278 NP_001161883.1 RIMS1_HUMAN
H10308 NP_004990.3 MYO6_HUMAN
H10310 NP_000854.1 5HT1B_HUMAN
H10315 NP_859065.2 LCA5_HUMAN
H10316 NP_001116241.1 LCA5_HUMAN
H10318 NP_073563.1 ELOV4_HUMAN
H10321 NP_898871.1 ODBB_HUMAN
H10322 NP_000047.1 ODBB_HUMAN
H10351 NP_055836.1 ZN292_HUMAN
H10364 NP_057167.2 CNR1_HUMAN
H10365 NP_149421.2 CNR1_HUMAN
H10366 NP_001153698.1 CNR1_HUMAN
H10367 NP_001153730.1 CNR1_HUMAN
H10368 NP_001153731.1 CNR1_HUMAN
H10386 NP_068585.1 BACH2_HUMAN
H10387 NP_001164265.1 BACH2_HUMAN
H10418 NP_068775.1 GRIK2_HUMAN
H10419 NP_001159719.1 GRIK2_HUMAN
H10420 NP_786944.1 GRIK2_HUMAN
H10421 NP_065822.2 HACE1_HUMAN
H10427 NP_001189.2 PRDM1_HUMAN
H10428 NP_878911.1 PRDM1_HUMAN
H10429 NP_004840.1 ATG5_HUMAN
H10440 NP_009145.1 SEC63_HUMAN
H10441 NP_054747.2 OSTM1_HUMAN
H10446 NP_001446.1 FOXO3_HUMAN
H10447 NP_963853.1 FOXO3_HUMAN
H10490 NP_002903.3 DPOLZ_HUMAN
H10491 NP_679211.2 CIKS_HUMAN
H10492 NP_001157753.1 CIKS_HUMAN
H10494 NP_001157755.1 CIKS_HUMAN
H10495 NP_002028.1 FYN_HUMAN
H10496 NP_694592.1 FYN_HUMAN
H10497 NP_694593.1 FYN_HUMAN
H10511 NP_002022.1 FRK_HUMAN
H10515 NP_003300.1 TSYL1_HUMAN
H10531 NP_775831.2 RFX6_HUMAN
H10536 NP_065132.1 GOPC_HUMAN
H10537 NP_001017408.1 GOPC_HUMAN
H10540 NP_001171506.1 CE85L_HUMAN
H10541 NP_001035940.1 CE85L_HUMAN
H10542 NP_996804.2 CE85L_HUMAN
H10543 NP_002658.1 PPLA_HUMAN
H10551 NP_000156.1 CXA1_HUMAN
H10577 NP_112225.2 RN146_HUMAN
H10589 NP_002835.2 PTPRK_HUMAN
H10590 NP_001129120.1 PTPRK_HUMAN
H10591 NP_000417.2 LAMA2_HUMAN
H10592 NP_001073291.1 LAMA2_HUMAN
H10606 NP_000036.2 ARGI1_HUMAN
H10607 NP_057063.2 MED23_HUMAN
H10608 NP_004821.2 MED23_HUMAN
H10612 NP_006199.2 ENPP1_HUMAN
H10628 NP_004091.3 EYA4_HUMAN
H10629 NP_742101.2 EYA4_HUMAN
H10630 NP_742103.1 EYA4_HUMAN
H10631 NP_938206.1 TCF21_HUMAN
H10632 NP_003197.2 TCF21_HUMAN
H10635 NP_001137148.1 SGK1_HUMAN
H10636 NP_001137149.1 SGK1_HUMAN
H10637 NP_001137150.1 SGK1_HUMAN
H10638 NP_005618.2 SGK1_HUMAN
H10653 NP_060121.3 AHI1_HUMAN
H10654 NP_001128302.1 AHI1_HUMAN
H10655 NP_001128303.1 AHI1_HUMAN
H10656 NP_001128304.1 AHI1_HUMAN
H10665 NP_000279.1 PEX7_HUMAN
H10668 NP_851826.1 I22R2_HUMAN
H10669 NP_443194.1 I22R2_HUMAN
H10670 NP_851827.1 I22R2_HUMAN
H10671 NP_000407.1 INGR1_HUMAN
H10672 NP_786923.1 OLIG3_HUMAN
H10674 NP_006281.1 TNAP3_HUMAN
H10701 NP_003621.1 PEX3_HUMAN
H10718 NP_003755.2 STX11_HUMAN
H10720 NP_001018051.1 EPM2A_HUMAN
H10721 NP_005661.1 EPM2A_HUMAN
H10736 NP_001002255.1 SUMO4_HUMAN
H10752 NP_981932.1 IYD1_HUMAN
H10753 NP_001158166.1 IYD1_HUMAN
H10754 NP_001158167.1 IYD1_HUMAN
H10756 NP_056255.2 C1TM_HUMAN
H10762 NP_079335.2 CC170_HUMAN
H10763 NP_000116.2 ESR1_HUMAN
H10764 NP_001116212.1 ESR1_HUMAN
H10765 NP_001116213.1 ESR1_HUMAN
H10766 NP_001116214.1 ESR1_HUMAN
H10767 NP_149062.1 SYNE1_HUMAN
H10779 NP_001138753.1 OPRM_HUMAN
H10780 NP_001138751.1 OPRM_HUMAN
H10781 NP_001008503.2 OPRM_HUMAN
H10782 NP_000905.3 OPRM_HUMAN
H10783 NP_001138754.1 OPRM_HUMAN
H10784 NP_001138755.1 OPRM_HUMAN
H10785 NP_001138756.1 OPRM_HUMAN
H10786 NP_001138757.1 OPRM_HUMAN
H10787 NP_001138758.1 OPRM_HUMAN
H10788 NP_001008505.2 OPRM_HUMAN
H10789 NP_001008504.2 OPRM_HUMAN
H10790 NP_001138752.1 OPRM_HUMAN
H10791 NP_001138759.1 OPRM_HUMAN
H10811 NP_997001.1 TF2H5_HUMAN
H10826 NP_000627.2 SODM_HUMAN
H10827 NP_001019636.1 SODM_HUMAN
H10828 NP_001019637.1 SODM_HUMAN
H10838 NP_000867.2 MPRI_HUMAN
H10839 NP_003048.1 S22A1_HUMAN
H10840 NP_694857.1 S22A1_HUMAN
H10841 NP_003049.2 S22A2_HUMAN
H10842 NP_068812.1 S22A3_HUMAN
H10849 NP_004553.2 PRKN2_HUMAN
H10850 NP_054642.2 PRKN2_HUMAN
H10851 NP_054643.2 PRKN2_HUMAN
H10852 NP_001073847.1 PACRG_HUMAN
H10853 NP_689623.2 PACRG_HUMAN
H10854 NP_001073848.1 PACRG_HUMAN
H10871 NP_008976.1 FR1OP_HUMAN
H10872 NP_919410.1 FR1OP_HUMAN
H10873 NP_113597.2 CCR6_HUMAN
H10874 NP_004358.2 CCR6_HUMAN
H10894 NP_003238.2 TSP2_HUMAN
H10904 NP_003185.1 TBP_HUMAN
H10905 NP_001165556.1 TBP_HUMAN
H10945 NP_003541.2 MD1L1_HUMAN
H10946 NP_001013858.1 MD1L1_HUMAN
H10947 NP_001013859.1 MD1L1_HUMAN
H10949 NP_945187.1 8ODP_HUMAN
H10950 NP_945190.1 8ODP_HUMAN
H10951 NP_945192.1 8ODP_HUMAN
H10952 NP_002443.3 8ODP_HUMAN
H10953 NP_945186.1 8ODP_HUMAN
H10954 NP_945188.1 8ODP_HUMAN
H10955 NP_945191.1 8ODP_HUMAN
H10969 NP_031379.2 GNA12_HUMAN
H10973 NP_055670.1 AP5Z1_HUMAN
H10995 NP_000526.1 PMS2_HUMAN
H11019 NP_064541.1 C1GLT_HUMAN
H11022 NP_002938.1 RFA3_HUMAN
H11039 NP_004947.2 ETV1_HUMAN
H11040 NP_001156619.1 ETV1_HUMAN
H11041 NP_001156620.1 ETV1_HUMAN
H11042 NP_001156621.1 ETV1_HUMAN
H11043 NP_001156622.1 ETV1_HUMAN
H11044 NP_001156623.1 ETV1_HUMAN
H11045 NP_001156624.1 ETV1_HUMAN
H11060 NP_001612.1 AHR_HUMAN
H11067 NP_000465.1 TWST1_HUMAN
H11087 NP_000591.1 IL6_HUMAN
H11106 NP_000896.1 NPY_HUMAN
H11111 NP_056365.1 OSBL3_HUMAN
H11112 NP_663160.1 OSBL3_HUMAN
H11113 NP_663161.1 OSBL3_HUMAN
H11114 NP_663162.1 OSBL3_HUMAN
H11115 NP_061820.1 CYC_HUMAN
H11118 NP_004280.5 NF2L3_HUMAN
H11126 NP_003921.2 SKAP2_HUMAN
H11127 NP_005513.1 HXA1_HUMAN
H11128 NP_705873.2 HXA1_HUMAN
H11136 NP_689952.1 HXA9_HUMAN
H11142 NP_689953.1 3HIDH_HUMAN
H11145 NP_778231.2 JAZF1_HUMAN
H11165 NP_006083.1 NOD1_HUMAN
H11167 NP_002038.2 SYG_HUMAN
H11168 NP_001874.2 CRFR2_HUMAN
H11172 NP_932766.1 AQP1_HUMAN
H11173 NP_001171991.1 AQP1_HUMAN
H11174 NP_001171990.1 AQP1_HUMAN
H11175 NP_001171989.1 AQP1_HUMAN
H11176 NP_000814.2 GHRHR_HUMAN
H11194 NP_001002010.1 5NT3A_HUMAN
H11195 NP_057573.2 5NT3A_HUMAN
H11196 NP_001159590.1 5NT3A_HUMAN
H11197 NP_976033.1 RP9_HUMAN
H11207 NP_001071121.1 TBX20_HUMAN
H11208 NP_001159692.1 TBX20_HUMAN
H11216 NP_001170977.1 AOAH_HUMAN
H11217 NP_001628.1 AOAH_HUMAN
H11218 NP_001170978.1 AOAH_HUMAN
H11219 NP_055615.8 ELMO1_HUMAN
H11220 NP_001034548.1 ELMO1_HUMAN
H11221 NP_569709.1 ELMO1_HUMAN
H11231 NP_542198.2 VPS41_HUMAN
H11232 NP_055211.2 VPS41_HUMAN
H11236 NP_005393.2 RALA_HUMAN
H11239 NP_619646.1 MPLKI_HUMAN
H11246 NP_000159.3 GLI3_HUMAN
H11254 NP_000703.2 BIEA_HUMAN
H11265 NP_000281.2 PGAM2_HUMAN
H11271 NP_000153.1 HXK4_HUMAN
H11272 NP_277042.1 HXK4_HUMAN
H11273 NP_277043.1 HXK4_HUMAN
H11284 NP_037521.2 NPCL1_HUMAN
H11285 NP_001095118.1 NPCL1_HUMAN
H11301 NP_001161406.1 CCM2_HUMAN
H11302 NP_001161407.1 CCM2_HUMAN
H11303 NP_113631.1 CCM2_HUMAN
H11304 NP_001025006.1 CCM2_HUMAN
H11313 NP_000587.1 IBP1_HUMAN
H11314 NP_000589.2 IBP3_HUMAN
H11315 NP_001013416.1 IBP3_HUMAN
H11331 NP_006051.1 IKZF1_HUMAN
H11334 NP_001076440.1 DDC_HUMAN
H11335 NP_000781.1 DDC_HUMAN
H11340 NP_056013.2 COBL_HUMAN
H11346 NP_005219.2 EGFR_HUMAN
H11347 NP_958441.1 EGFR_HUMAN
H11348 NP_958439.1 EGFR_HUMAN
H11349 NP_958440.1 EGFR_HUMAN
H11397 NP_000172.2 BGLR_HUMAN
H11398 NP_001020114.1 ARLY_HUMAN
H11399 NP_000039.2 ARLY_HUMAN
H11400 NP_001020115.1 ARLY_HUMAN
H11401 NP_001020117.1 ARLY_HUMAN
H11411 NP_057122.2 SBDS_HUMAN
H11443 NP_004594.1 STX1A_HUMAN
H11444 NP_001159375.1 STX1A_HUMAN
H11458 NP_002305.1 LIMK1_HUMAN
H11489 NP_005329.3 HIP1_HUMAN
H11490 NP_006063.1 CCL26_HUMAN
H11491 NP_002982.2 CCL24_HUMAN
H11494 NP_000932.3 NCPR_HUMAN
H11499 NP_001531.1 HSPB1_HUMAN
H11532 NP_001001548.1 CD36_HUMAN
H11533 NP_001001547.1 CD36_HUMAN
H11534 NP_000063.2 CD36_HUMAN
H11535 NP_001120915.1 CD36_HUMAN
H11536 NP_001120916.1 CD36_HUMAN
H11537 NP_006370.1 SEM3C_HUMAN
H11538 NP_000592.3 HGF_HUMAN
H11539 NP_001010932.1 HGF_HUMAN
H11540 NP_001010931.1 HGF_HUMAN
H11541 NP_001010933.1 HGF_HUMAN
H11542 NP_001010934.1 HGF_HUMAN
H11548 NP_006071.1 SEM3A_HUMAN
H11550 NP_000831.2 GRM3_HUMAN
H11559 NP_061338.1 MDR3_HUMAN
H11560 NP_000434.1 MDR3_HUMAN
H11561 NP_061337.1 MDR3_HUMAN
H11562 NP_000918.2 MDR1_HUMAN
H11593 NP_671714.1 AKAP9_HUMAN
H11594 NP_005742.4 AKAP9_HUMAN
H11598 NP_919437.1 KRIT1_HUMAN
H11599 NP_919438.1 KRIT1_HUMAN
H11600 NP_004903.2 KRIT1_HUMAN
H11601 NP_919436.1 KRIT1_HUMAN
H11602 NP_001013424.1 KRIT1_HUMAN
H11607 NP_000457.1 PEX1_HUMAN
H11620 NP_001158209.1 CALCR_HUMAN
H11621 NP_001733.1 CALCR_HUMAN
H11622 NP_001158210.1 CALCR_HUMAN
H11627 NP_000080.2 CO1A2_HUMAN
H11629 NP_001092870.1 SGCE_HUMAN
H11630 NP_001092871.1 SGCE_HUMAN
H11631 NP_003910.1 SGCE_HUMAN
H11643 NP_000437.3 PON1_HUMAN
H11645 NP_000296.2 PON2_HUMAN
H11654 NP_055066.1 CMC2_HUMAN
H11655 NP_001153682.1 CMC2_HUMAN
H11661 NP_003173.1 TKN1_HUMAN
H11662 NP_054704.1 TKN1_HUMAN
H11663 NP_054703.1 TKN1_HUMAN
H11664 NP_054702.1 TKN1_HUMAN
H11672 NP_055731.2 LMTK2_HUMAN
H11683 NP_851994.1 SMUF1_HUMAN
H11684 NP_065162.1 SMUF1_HUMAN
H11718 NP_000768.1 CP3A5_HUMAN
H11719 NP_001177413.1 CP3A5_HUMAN
H11721 NP_059488.2 CP3A4_HUMAN
H11739 NP_004713.2 AP4M1_HUMAN
H11779 NP_003218.2 TFR2_HUMAN
H11784 NP_000790.2 EPO_HUMAN
H11788 NP_064631.2 S12A9_HUMAN
H11795 NP_000656.1 ACES_HUMAN
H11796 NP_056646.1 ACES_HUMAN
H11801 NP_000593.1 PAI1_HUMAN
H11866 NP_005036.2 RELN_HUMAN
H11867 NP_774959.1 RELN_HUMAN
H11885 NP_002640.2 PK3CG_HUMAN
H11888 NP_006339.3 COG5_HUMAN
H11889 NP_859422.2 COG5_HUMAN
H11890 NP_001154992.1 COG5_HUMAN
H11893 NP_001008405.1 BAP29_HUMAN
H11894 NP_061332.2 BAP29_HUMAN
H11897 NP_000102.1 S26A3_HUMAN
H11898 NP_000099.2 DLDH_HUMAN
H11901 NP_001032209.1 NRCAM_HUMAN
H11902 NP_005001.3 NRCAM_HUMAN
H11903 NP_001180511.1 NRCAM_HUMAN
H11904 NP_001180512.1 NRCAM_HUMAN
H11905 NP_001180513.1 NRCAM_HUMAN
H11928 NP_002702.2 PPR3A_HUMAN
H11929 NP_055306.1 FOXP2_HUMAN
H11930 NP_683696.2 FOXP2_HUMAN
H11931 NP_683698.2 FOXP2_HUMAN
H11932 NP_001166237.1 FOXP2_HUMAN
H11933 NP_683697.2 FOXP2_HUMAN
H11934 NP_001166238.1 FOXP2_HUMAN
H11940 NP_056456.1 TES_HUMAN
H11941 NP_690042.1 TES_HUMAN
H11942 NP_937855.1 CAV2_HUMAN
H11943 NP_001224.1 CAV2_HUMAN
H11944 NP_001744.2 CAV1_HUMAN
H11948 NP_001120972.1 MET_HUMAN
H11949 NP_000236.2 MET_HUMAN
H11958 NP_062618.2 ANKR7_HUMAN
H11959 NP_036413.1 KCND2_HUMAN
H11961 NP_061944.2 ING3_HUMAN
H11962 NP_938008.1 ING3_HUMAN
H11970 NP_005754.2 AASS_HUMAN
H11996 NP_000836.2 GRM8_HUMAN
H11997 NP_001120795.1 GRM8_HUMAN
H11999 NP_078799.2 GCC1_HUMAN
